pattern_id,normalized_pattern,example_source,count,sample_seg_ids
pattern_c76f8cf6b4a957f5,Find ∫(5x^{n} + 4x^{n} - x + {n}) dx (ignore +C).,Find ∫(5x^3 + 4x^2 - x + 2) dx (ignore +C).,1,a07e0d718039a592cc71447fdacc359f9f7a530e314eaca275b8faa358cf64a0
pattern_30f46d97ec8bdfee,Find ∫(5x^{n} + 5x - {n}) dx (ignore +C).,Find ∫(5x^2 + 5x - 6) dx (ignore +C).,1,ef564cb31a136dce56817ff2c8f9164e80bcb381bf036b28894851ee51a5a389
pattern_00729b877c6f7d98,Find ∫(5x^{n} + 5x^{n} + 6x + {n}) dx (ignore +C).,Find ∫(5x^3 + 5x^2 + 6x + 3) dx (ignore +C).,1,2847e7b01994e4f106e786b7f369fa345031c436283452db16f426c88679da8f
pattern_4b10e9cfb57ae408,Find ∫(5x^{n} + 6x + {n}) dx (ignore +C).,Find ∫(5x^2 + 6x + 5) dx (ignore +C).,1,01f87d821a9a263837f60b80ff7eeec9bb6c96281841e31ee39e3db2d8b45df3
pattern_a4758e7813c5a9f6,Find ∫(5x^{n} - 2x - {n}) dx (ignore +C).,Find ∫(5x^2 - 2x - 1) dx (ignore +C).,1,733e7030b60a6ebf47dd982b51c6527ac0e389a421904697f0a578ac61f92ec9
pattern_61d4263b6ff8d5ed,Find ∫(5x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(5x^2 - 3x - 4) dx (ignore +C).,1,854e1fa2e1898922e854087423d928b7c43cfba4cff5e281a06b633413f77ac2
pattern_c3a7078b5392d062,Find ∫(5x^{n} - 3x^{n} + 5x - {n}) dx (ignore +C).,Find ∫(5x^3 - 3x^2 + 5x - 3) dx (ignore +C).,1,2851bb5435ceba176a03d07716149fe89f4b0d5128669db5323f7a19b589d624
pattern_b0a160f2c9786587,Find ∫(5x^{n} - 4x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(5x^3 - 4x^2 + 3x - 6) dx (ignore +C).,1,18627becd495c53ce1f45792f3f36136bf787b8b4413af1ec4553a903c1f5f67
pattern_94a41012fc457b93,Find ∫(5x^{n} - 4x^{n} - 3x + {n}) dx (ignore +C).,Find ∫(5x^3 - 4x^2 - 3x + 6) dx (ignore +C).,1,90d744c1afce433833d5ecab8d0f766c2a5a10123193a181c7a62a31b30044ba
pattern_4a8c8b1fa98317b2,Find ∫(5x^{n} - 6x + {n}) dx (ignore +C).,Find ∫(5x^2 - 6x + 6) dx (ignore +C).,1,678329601a8d1b94addc8a144dd9d4271cc00c207dab65c81ca137e3f9c5b080
pattern_0d6722f701432604,Find ∫(5x^{n} - 6x - {n}) dx (ignore +C).,Find ∫(5x^2 - 6x - 2) dx (ignore +C).,1,e1a1272e3431a442cc61cf358bc240f48ff84baf292b2337b3c7c1bf988d06d0
pattern_d54f20f00f90efda,Find ∫(6x^{n} + 2x + {n}) dx (ignore +C).,Find ∫(6x^2 + 2x + 4) dx (ignore +C).,1,892133940a1ea83df98d387eea026440f94a15f657570dcf944a3f67aad713ec
pattern_57f0ede042888334,Find ∫(6x^{n} + 3x + {n}) dx (ignore +C).,Find ∫(6x^2 + 3x + 1) dx (ignore +C).,1,e3a383150e56a9d975da5a47aeed22e9269440867427a5336a0212132b6c2edf
pattern_3c80a5464c4a96b8,Find ∫(6x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(6x^2 + 5x + 6) dx (ignore +C).,1,64c498bf0258a7e68d3d9a9f40c6865039a6d7683032a7a1491f3764709ef656
pattern_79ec02250050da62,Find ∫(6x^{n} + 5x^{n} + 5x - {n}) dx (ignore +C).,Find ∫(6x^3 + 5x^2 + 5x - 5) dx (ignore +C).,1,192a97aeae742c7e0c7990fe64725713037f995f2eeb5249a21a0e7c7f081aca
pattern_1e330e94f1c88c23,Find ∫(6x^{n} + 5x^{n} - 6x + {n}) dx (ignore +C).,Find ∫(6x^3 + 5x^2 - 6x + 2) dx (ignore +C).,1,41c234f2ab6eeef485d6b590e81128e327742ec54ea4c8a8cb7d23dfcf22ad3b
pattern_88755fcb4fcfe662,Find ∫(6x^{n} + x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(6x^3 + x^2 + 6x - 1) dx (ignore +C).,1,5eb47d7bd51f794cafc743b1485c997142f97dc7b84023500e8479988ac120a7
pattern_99c08f9c68b71e43,Find ∫(6x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(6x^2 - 3x - 6) dx (ignore +C).,1,ac3f09fb6cf052538f67654028cc848ed77d47fdc39ce5cbdf0442b9a81897e7
pattern_41d6ffda44d268cf,Find ∫(6x^{n} - 3x^{n} + 6x - {n}) dx (ignore +C).,Find ∫(6x^3 - 3x^2 + 6x - 6) dx (ignore +C).,1,ca632b65a23ee6ed3d6c28f951a12d51514a2ab0dcbd69c9e2516db216315c05
pattern_c03bcbecf3893449,Find ∫(6x^{n} - 3x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(6x^3 - 3x^2 - 3x - 1) dx (ignore +C).,1,b96b254f18f8264e10586670b068603dd13f7fcbebe03c9a16adfe6b732a7b44
pattern_7e402d5ddfe75f79,Find ∫(6x^{n} - 5x + {n}) dx (ignore +C).,Find ∫(6x^2 - 5x + 1) dx (ignore +C).,1,ec7428ec7a7811aefa62a953b03ac239f3ef2a97663cf9bf45a3ab43ddab850e
pattern_685d1c9b00622a26,Find ∫(6x^{n} - 6x^{n} - x - {n}) dx (ignore +C).,Find ∫(6x^3 - 6x^2 - x - 3) dx (ignore +C).,1,6b589fb16cf811e65425575655602844c0e435502d1ce75e67db7ab5269cfd3e
pattern_b10d23b24550245a,Find ∫(6x^{n} - x - {n}) dx (ignore +C).,Find ∫(6x^2 - x - 4) dx (ignore +C).,1,01a813c1d8cc636cc85b148e5ca5e368872f4b50602ba12d4bf139f177ec19f3
pattern_edef63278f4ea983,Find ∫(x^{n} + 2x - {n}) dx (ignore +C).,Find ∫(x^2 + 2x - 2) dx (ignore +C).,1,e65c988b16a4d756ecaddeb1dfaa6f971c0fa4bf64f47cfccf760e66d7e2f0b1
pattern_7d566979d0746b96,Find ∫(x^{n} + 3x + {n}) dx (ignore +C).,Find ∫(x^2 + 3x + 5) dx (ignore +C).,1,816ca3ba13ccc2ddfe47e70272d1d7a1660a6fd9184a059d3cc450f577f52fdc
pattern_67139240327b9914,Find ∫(x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(x^2 + 3x - 1) dx (ignore +C).,1,af47cce4a3e15004717cb667e31974ddf932ba0003a2b51c0b9884cfe5088f90
pattern_97464f0299aa9e96,Find ∫(x^{n} + 3x^{n} - 5x - {n}) dx (ignore +C).,Find ∫(x^3 + 3x^2 - 5x - 1) dx (ignore +C).,1,b4f67bcebe445b16103806a083b515b123c332de3988f87b81aec5559867ec9b
pattern_532499870681fb4b,Find ∫(x^{n} + 4x^{n} - x + {n}) dx (ignore +C).,Find ∫(x^3 + 4x^2 - x + 3) dx (ignore +C).,1,862503d59393458aa90a2e284b2e8f1935f0b51cae6c51bb917d6f24f2a5c974
pattern_7cd1f844e1757e2b,Find ∫(x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(x^2 + 5x + 2) dx (ignore +C).,1,218b81ef4a297fdda70d0b27255a45bf995deb7bd78ca0d7165cca8c44af02bf
pattern_53f8bc5f1349a227,Find ∫(x^{n} + 5x - {n}) dx (ignore +C).,Find ∫(x^2 + 5x - 5) dx (ignore +C).,1,2a8548a73a8bf98cced8aecf3138c394ea97b011291cf6aff5cfed3a76865991
pattern_1828f696753cfc01,Find ∫(x^{n} + 5x^{n} + 3x + {n}) dx (ignore +C).,Find ∫(x^3 + 5x^2 + 3x + 4) dx (ignore +C).,1,e7ff2094df7edd89abf86592011ce5e328873ebbd4372a07f3dbcf4cdaf8135c
pattern_bb9ed5b6a436abdd,Find ∫(x^{n} + 5x^{n} + 3x - {n}) dx (ignore +C).,Find ∫(x^3 + 5x^2 + 3x - 4) dx (ignore +C).,1,32a7326008d132d6fb7764e909d3b201eea2126ab68eba945e9b528c7cd5bf2c
pattern_5c3cdee093ddb39f,Find ∫(x^{n} + x + {n}) dx (ignore +C).,Find ∫(x^2 + x + 6) dx (ignore +C).,1,e25f0f194f7588373b1d0172a88f8ea74e7971b3f5267a1965ca67a1689ec835
pattern_b27cfdf234670a33,Find ∫(x^{n} + x^{n} - 6x + {n}) dx (ignore +C).,Find ∫(x^3 + x^2 - 6x + 5) dx (ignore +C).,1,60aaa573eef7c2d0fcfe2f707b7a20d91dcb23a17110046871fee24a0e0af357
pattern_c47bb7d492873c08,Find ∫(x^{n} - 3x^{n} + 5x + {n}) dx (ignore +C).,Find ∫(x^3 - 3x^2 + 5x + 2) dx (ignore +C).,1,f4b6a9b43f7b8e0c1ca32725db3941af81cf81742b6a30798d49edc0c94c6fb0
pattern_84ed64df393cdb17,Find ∫(x^{n} - 4x - {n}) dx (ignore +C).,Find ∫(x^2 - 4x - 2) dx (ignore +C).,1,857fcdce7f87ba04d17ff5662b28f78186ff62972ea191f8e6cf71f1480ec69d
pattern_374e4e56538dfda5,Find ∫(x^{n} - 5x + {n}) dx (ignore +C).,Find ∫(x^2 - 5x + 2) dx (ignore +C).,1,278623e2a673fd08dac5af551eef149bd38070f777e7b63a4a023334c5fb1122
pattern_6b1bd652e9ed36fd,Find ∫(x^{n} - 5x - {n}) dx (ignore +C).,Find ∫(x^2 - 5x - 1) dx (ignore +C).,1,86311071fb6a82ae1ba41f77964e6f1c8ae9adc2b8dbd95edf6b1964c159f75c
pattern_cc4a5f91285d189a,Find ∫(x^{n} - 5x^{n} + x - {n}) dx (ignore +C).,Find ∫(x^3 - 5x^2 + x - 1) dx (ignore +C).,1,3d2edb47f0ad506b4e8a60df6cd453160f00096a5f3df83ef5efbd3d71e6ad49
pattern_66fe33e8c374a863,Find ∫(x^{n} - 5x^{n} - 3x - {n}) dx (ignore +C).,Find ∫(x^3 - 5x^2 - 3x - 2) dx (ignore +C).,1,f9a1b486204083142685b15163c7ddd18f2a1febe8b3fa65612f60b127558358
pattern_07bece6be19c32e3,Find ∫(x^{n} - 6x^{n} - 2x + {n}) dx (ignore +C).,Find ∫(x^3 - 6x^2 - 2x + 2) dx (ignore +C).,1,6bf28790d3337337539c36791712749112e4b8f8322cf2b63dfd1f54d5ea0db7
pattern_b896475ee79854c5,Find ∫(x^{n} - x + {n}) dx (ignore +C).,Find ∫(x^2 - x + 2) dx (ignore +C).,1,87bb54215a875f7e7d0a6b63a02a02eab6cf646bd739de5fcb53a79cd4a72ae7
pattern_21cf9669ca6d64bb,Find ∫(x^{n} - x - {n}) dx (ignore +C).,Find ∫(x^2 - x - 3) dx (ignore +C).,1,04832adae7213cd15406e48ca34a1d21ada6ff3be3340a329905146464052309
pattern_6dea05f4ec2397c5,Find ∫(x^{n} - x^{n} - 5x + {n}) dx (ignore +C).,Find ∫(x^3 - x^2 - 5x + 3) dx (ignore +C).,1,c79594fe4e7f5af7c4122f03945b9e360e86d56ab2d4f644040afbcdf60472e1
pattern_9bf86d6b7abf96e6,"For Bin(n,p), E[X]=np.","For Bin(n,p), E[X]=np.",1,9bf86d6b7abf96e67b6dbf5d421c1cfad6e94b428ff67fe09cd296f7cfdaac1e
pattern_c267916643873ec8,"Given x = t^{n} and y = t^{n}, find dy/dx in terms of t (t≠{n}).","Given x = t^2 and y = t^3, find dy/dx in terms of t (t≠0).",1,a2002ce74cd830b435c18af454931a7b59d69835c925b9f87dbe2a75b0c65445
pattern_aa4d20dfce2ee62a,"Given x=t^{n} and y=t^{n} +0t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 +0t, find dy/dx in terms of t.",1,05991824d33d3bb2526536713bd709c34f97e6855d60909e62abe001f19d1662
pattern_099bebc9031b3c1e,"Given x=t^{n} and y=t^{n} +1t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 +1t, find dy/dx in terms of t.",1,a6727b054033582c2993f7589b228ae26fcc8c71245b13016cb9c0732aac91e4
pattern_7848814d01740f57,"Given x=t^{n} and y=t^{n} +2t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 +2t, find dy/dx in terms of t.",1,20822aa7833648ae31e74e8a8a8d2d55a726d59ac806a64de3397da34351e74c
pattern_4c383f675fe34a21,"Given x=t^{n} and y=t^{n} +3t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 +3t, find dy/dx in terms of t.",1,1d99fc9d39f99b87c68590de697b2059151b42598992b96b8ea9a142bd73fd55
pattern_9230e6d3a2c9ad51,"Given x=t^{n} and y=t^{n} +4t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 +4t, find dy/dx in terms of t.",1,12fe6d4281b502d5a620ba6eedd42ced42be35baff22df46657854fffcfb8fc6
pattern_709c971b316e893a,"Given x=t^{n} and y=t^{n} +5t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 +5t, find dy/dx in terms of t.",1,3c6500633e5e20f0b8429910355e404b5254e74ddebfcd64e0ebe06f558b7d40
pattern_92368d8bf3fdabf5,"Given x=t^{n} and y=t^{n} +6t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 +6t, find dy/dx in terms of t.",1,4bb590fac69cd06433d590da11cfe8ae622a3ee0c4a7c7c9ff33b7d889486882
pattern_c64daabf4246b5c5,"Given x=t^{n} and y=t^{n} -1t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 -1t, find dy/dx in terms of t.",1,3c608667c720c1b1fa630d99397d4a10c24b805ff2639817931f100a78b72b37
pattern_7c78065f2d31e86f,"Given x=t^{n} and y=t^{n} -2t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 -2t, find dy/dx in terms of t.",1,aa796a613dffe2d3324b485f2361abb49a52eae4536fe0c29edc32d27da3befa
pattern_28984bdf4d07ac10,"Given x=t^{n} and y=t^{n} -3t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 -3t, find dy/dx in terms of t.",1,ad44dc6df01beb6b9200ff714d727ea6a7542470fc0e010d752abc459cb22c3b
pattern_f8bd49d0b7822665,"Given x=t^{n} and y=t^{n} -4t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 -4t, find dy/dx in terms of t.",1,283313dedb699a208d1f339dbdd7057d60f229e71628486d1f6a7cc6ec9dd333
pattern_197f122216de9f7d,"Given x=t^{n} and y=t^{n} -5t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 -5t, find dy/dx in terms of t.",1,fe5945b8b3e865ab43d921958836ce0c5c3ae096c23e1fd6416dc915fed62448
pattern_1934a0d17803cfb0,"Given x=t^{n} and y=t^{n} -6t, find dy/dx in terms of t.","Given x=t^2 and y=t^3 -6t, find dy/dx in terms of t.",1,84387ea7e8feed8ae8824ebf6dfdaf3dd30b6ee306dd3c1d1d03b31cce0049c4
pattern_c7a356bc791cfa61,HCF is the largest number that divides both.,HCF is the largest number that divides both.,1,c7a356bc791cfa615885c09f0c9ff9c9127e95d11241f26f1cee76cf4e190c35
pattern_d7767b67543b975a,"In a hypothesis test, the p-value is:","In a hypothesis test, the p-value is:",1,d7767b67543b975ae93b0d9f5947577fe6495b9f35dbe2605b5468391f74ce53
pattern_afd45f86cdee187b,Integrate: cos(x),Integrate: cos(x),1,afd45f86cdee187b680a08ba8af4685804d3758e37104b8bdbaa83530f0aeee2
pattern_2c9bd0039c24c96a,Integrate: e^x,Integrate: e^x,1,2c9bd0039c24c96af005ecc2580518c00165bc661100cdc0f0fe65669a2bd4f2
pattern_e233acf2694aec21,Integrate: sin(x),Integrate: sin(x),1,e233acf2694aec2159d17af9271f7ea272cf81bd8768f5f7adf090a06ae985b5
pattern_6bf6a76ad88b76fb,Integrate: x e^x,Integrate: x e^x,1,6bf6a76ad88b76fb5cffd8d58734456b714b048ff4ce5f48a7b89163ebac6972
pattern_f65e5a20e80096d3,Integration by parts: ∫u dv = uv - ∫v du.,Integration by parts: ∫u dv = uv - ∫v du.,1,f65e5a20e80096d31186cf6a02ac2302661050bd3df1726e6c02405f5e3f4cdc
pattern_ad8fd9bf3412b718,KE = {frac} mv^{n}.,KE = 1/2 mv^2.,1,d3e2505248a445178433900ac9bcde8353aa472ed33ecf4f817ca07d5cd2749a
pattern_64feb077c35dacac,LCM is the smallest multiple common to both.,LCM is the smallest multiple common to both.,1,64feb077c35dacacf76385e72f1f0fb667895185b9109d230321204869a070c5
pattern_a33d4e44a33dd298,"Let u=ax+b, then ∫u^n du = u^(n+{n})/(n+{n}).","Let u=ax+b, then ∫u^n du = u^(n+1)/(n+1).",1,0a31501adf545db89de604cd4f03791058ca3269a5debb45fde835b3a5cc9db8
pattern_7a8781de03926a41,Let u=ax+b. Then du=a dx. ∫u^n du = u^(n+{n})/(n+{n}).,Let u=ax+b. Then du=a dx. ∫u^n du = u^(n+1)/(n+1).,1,44d6236cc931a00f21e52c2d191580da49173642bffef19631c0334368f779ec
pattern_cb55eea996734d6d,Mean = sum ÷ number of values.,Mean = sum ÷ number of values.,1,cb55eea996734d6d3e83160b2d39ffa1da02a8c355a31726cb42f0cdbf6aa528
pattern_05e25d6caea7be86,Mean = total ÷ number of values.,Mean = total ÷ number of values.,1,05e25d6caea7be869e2636bdfc735ee9aa879599fed0e29a82f57af55d427d92
pattern_c228c07151b35a20,Median is the middle value after sorting (or average of two middle values).,Median is the middle value after sorting (or average of two middle values).,1,c228c07151b35a204dbf39f739613b7b59710b2af88b3c5cf70bc9c5f72299ef
pattern_dd406a04f6d21b43,Moment = force × perpendicular distance.,Moment = force × perpendicular distance.,1,dd406a04f6d21b4347b33bf10390bd9bc5ab75f89c2890677476de7107a97346
pattern_4f1e3a609f0a733e,Multiply by ({n}±pct)/{n}.,Multiply by (100±pct)/100.,1,e1b928f0fe982b7cac767dab325154942141e3e28e2dd6dca5d434adb1119e54
pattern_93f12ba3a0c2a572,Multiply by numerator then divide by denominator.,Multiply by numerator then divide by denominator.,1,93f12ba3a0c2a57206c6e16b04201248ef52738b8f88464430c7fe36f49f58bc
pattern_2bb2bc84fca827ab,"Multiply numerators and denominators, then simplify.","Multiply numerators and denominators, then simplify.",1,2bb2bc84fca827abe732e457b082b94d93e01e9d723e7844475880f78452a9e1
pattern_773425597a75f9c9,Nearest integer means ±{n}.,Nearest integer means ±0.5.,1,f5e46178ee80e5a93508fbacabdeff0509b630645095a69112bdfb0f9126f41e
pattern_f71600436c82423c,New = original × ({n} + p/{n}).,New = original × (1 + p/100).,1,d3f5061dd15b689d127b36cbdeb6a560428fb345077f4e76dc7591c389bc23c2
pattern_d73090bba0fc27de,New = original × ({n} − p/{n}).,New = original × (1 − p/100).,1,db6b1ebf0b12209fd1fdba740e19264d7c7ec8bbc856b19c9bd8a04edc1ed827
pattern_ee5d941ea68304dd,Newton's 2nd law: F = ma.,Newton's 2nd law: F = ma.,1,ee5d941ea68304dd2ea6141be14bc2f867c5e1fe91d45af4537f86688e21facd
pattern_14872bd29d9cc327,Newton’s second law: F = ma.,Newton’s second law: F = ma.,1,14872bd29d9cc3278d83be88b5ecf6717e13cd548b02973511bc6773e00a57a1
pattern_2c561a56d432cb19,Not enough information,Not enough information,1,2c561a56d432cb19bf8bc3057633f56ad079c5d2b86244c69ebb11783f6bea25
pattern_b936df14cfdcf5e2,Perimeter = {n}(length + width).,Perimeter = 2(length + width).,1,f8c39bd2f2815c68a73edafd4a5820d8a3c237d6a3951b6beaa6ee04a049cb82
pattern_ab137aa4b16ff37c,Power means repeated multiplication.,Power means repeated multiplication.,1,ab137aa4b16ff37ca0e7534b8cc68d70c58801c1f5b61ff73dbc8e52ac766026
pattern_8971a10cef7ed893,Probability = favourable / total.,Probability = favourable / total.,1,8971a10cef7ed893d717e17c101e1350d46e1d1264d3df6a91740bfacf22f71f
pattern_9b22a75fbc8e0063,Product rule: (uv)' = u'v + uv'. (Here expanding is also fine.),Product rule: (uv)' = u'v + uv'. (Here expanding is also fine.),1,9b22a75fbc8e0063da3ab06b50b83f89792cfa2a4a65ec13eae745479b782fd6
pattern_5d91c7d5af2a2349,Pythagorean identity.,Pythagorean identity.,1,5d91c7d5af2a234987884679ba78c90fc7ed3678485c2030f6efb4b1270fed3c
pattern_be0f1f49045f82ee,Rearrange: 8x = {n} - {n}. Then x = ({n} - {n})/{n} = -{n}.,Rearrange: 8x = 0 - 8. Then x = (0 - 8)/8 = -1.,1,470ed3f0a97ba8b910a7f2a37d27282bd87b9f56b3caa501bf153a749613f51d
pattern_7bb5c5339de95915,Reference angle π/{n}; sine positive in QI and QII.,Reference angle π/6; sine positive in QI and QII.,1,fdbbbb41337b1d515fd5f1aff1ce3b5c083c42ad88f9db4c1b83ccacc0ac57f2
pattern_d5bfe369033226b3,Reject H0,Reject H0,1,d5bfe369033226b3c0db90f3df00fe52904a14beb32fa8f31f2132cf12111271
pattern_16f4cdfa62543103,Reject H0 when p-value < α.,Reject H0 when p-value < α.,1,16f4cdfa6254310321148dcf27a566ed8e827df33bc8a64bd743f0a87b6ed326
pattern_17d076790d713dcf,"Resolve velocity: horizontal = u cosθ, vertical = u sinθ.","Resolve velocity: horizontal = u cosθ, vertical = u sinθ.",1,17d076790d713dcf91de1a8d6fff1cbf768f28ae042e64531ac5b4068f1e8c32
pattern_58cbfc91259de423,Reverse power rule: ∫ax^n dx = a/(n+{n})x^(n+{n})+C.,Reverse power rule: ∫ax^n dx = a/(n+1)x^(n+1)+C.,1,34812779fdfede23b3331265c36ab950da7e327ee4e6fe275bff8c0973408b05
pattern_905786577348e184,Reverse the power rule: ∫ax^n dx = a·x^(n+{n})/(n+{n}) + C.,Reverse the power rule: ∫ax^n dx = a·x^(n+1)/(n+1) + C.,1,03f3111bc26f9262ef31cdb87aaafb289aae01df11274026a37a016a22861118
pattern_14b4d8ab2171e8b8,SUVAT: v = u + at.,SUVAT: v = u + at.,1,14b4d8ab2171e8b8f6c6062c67881a341d64d8a866d0214277ca9a8488312b41
pattern_2a98b1deb68c7223,Same,Same,1,2a98b1deb68c7223d1367ad0671045f6835d960785aa24ebf18a69d64900cd42
pattern_2f9001bd5c6e7f16,Sector area A = {frac} r^{n} θ.,Sector area A = 1/2 r^2 θ.,1,da7a803b893631f1e1af6a5c8d0400977f9fda698973b9a81f370977b3f73b31
pattern_ab94fdc4d01d75e1,Significant figures start from the first non-zero digit.,Significant figures start from the first non-zero digit.,1,ab94fdc4d01d75e15b6b78e12b11430dfa291d71f1e5cf4b883b6ab0ba20299b
pattern_72f2737f2dbc33b5,Simplify: sec^{n}(x) - tan^{n}(x),Simplify: sec^2(x) - tan^2(x),1,c00f6ef5ea38735310c1c80c8e1a3c4071067543b58ef88e4f0367f1b6fae73f
pattern_30547f7f4837e6e1,Simplify: sin^{n}(x) + cos^{n}(x),Simplify: sin^2(x) + cos^2(x),1,c21faed18f23fe76098e6a6e29781f079df449359c9e4d3cde697dfb39f86f46
pattern_d0290fdd24395211,Simplify: {n} + tan^{n}(x),Simplify: 1 + tan^2(x),1,25aaa20fd4441580e14f79485885dbc35e64dce33f1dd06c6ec7bbab8281897e
pattern_8f077cc0fe69106c,Solve for x: 10x + {n} = {n} + 0x,Solve for x: 10x + 18 = 108 + 0x,1,90d3e58f8efb606e052243e7ad8db4994030e177db3165051f02061b397a9cc9
pattern_163db79e050b7f2c,Solve for x: 10x + {n} = {n} + 1x,Solve for x: 10x + 15 = 60 + 1x,1,1098088a67c592aec9619913b4d017802be43055cdece993940aa2984a3979bb
pattern_04ee82706312852d,Solve for x: 10x + {n} = {n} + 4x,Solve for x: 10x + 15 = 57 + 4x,1,754b19d7be1e48b2228b7d6784c668de7bfd62b06604d67f7986263f0b04502c
pattern_fc5f4c23593bc47a,Solve for x: 10x + {n} = {n} - 2x,Solve for x: 10x + 11 = 71 - 2x,1,47fb8b2d9cbccc5fe8e31f29fab3d2d1c465c821c06534eb20b66442b4ae2717
pattern_c8846f5fa7f60c04,Solve for x: 10x + {n} = {n} - 3x,Solve for x: 10x + 2 = 2 - 3x,1,ef23ad8a6601dee4ea09565274a5e3ffa6ee409c02dbe9ef49661bbb60d917e4
pattern_04e5ccbc11f8c14d,Solve for x: 10x - {n} = -{n} + 2x,Solve for x: 10x - 16 = -88 + 2x,1,e4268ba27c9d9361c1ff3351d45687f864e53bc3e56d79b6ed7362715fbdbfc6
pattern_a5582d34abf464db,Solve for x: 10x - {n} = -{n} + 5x,Solve for x: 10x - 10 = -55 + 5x,1,2ac8da5f0566042054d4d93e4f65b6aed129cc13c9167cd28e17812ae1c2f1cc
pattern_955ee265ed6bfae2,Solve for x: 10x - {n} = -{n} + 6x,Solve for x: 10x - 9 = -49 + 6x,1,3f908c6a0eb0917ee040e9dc5d9b48385c46174b377035e84da4ec1e3dff2707
pattern_0ca641c83dc44181,Solve for x: 10x - {n} = -{n} - 2x,Solve for x: 10x - 5 = -113 - 2x,1,976776d004bad3bd1b390dabaec3abea9b02c2fe8a2bd354fedadd1e865f8f7a
pattern_be6cc0f62c181410,Solve for x: 10x - {n} = -{n} - 4x,Solve for x: 10x - 18 = -4 - 4x,1,87851dff120b2a665345458850cd8adcf6b68d86012e19634c268799775d791e
pattern_cce5b070314aad3a,Solve for x: 10x - {n} = -{n} - 6x,Solve for x: 10x - 9 = -105 - 6x,1,ee29217b710c22556e34483017cda78372a2fcdf97671800be022d4991f39621
pattern_65297f14e0c38332,Solve for x: 10x - {n} = {n} + 1x,Solve for x: 10x - 11 = 34 + 1x,1,2b05d8faee32ed2efcbbdd19683c308987ccac36dc6255d3250536530156e84b
pattern_ee6a92561f8fbb95,Solve for x: 10x - {n} = {n} + 3x,Solve for x: 10x - 16 = 40 + 3x,1,d32d377d14f9b16f156cad7d036915bacf3f8cfa2ba52c54f7a77d82ada6b0d0
pattern_8bc0ae8006f13d4e,Solve for x: 10x - {n} = {n} + 6x,Solve for x: 10x - 7 = 33 + 6x,1,9ee7c6c6fc64793c0b9431c8d69b85849ced70010938e29fd5100ae0b7c4859e
pattern_7d3ecaa70f25e343,Solve for x: 10x - {n} = {n} - 2x,Solve for x: 10x - 3 = 21 - 2x,1,02cd87d7ed3d0495bf0b6c5af50b2d15226b2ee8775c8b94cb556a5fd4953172
pattern_29e2b2c8f4b27e2d,Solve for x: 10x - {n} = {n} - 5x,Solve for x: 10x - 16 = 59 - 5x,1,108019c5bfe2413c1c2717cbd60b6e1a5d18060d2bad5657e4b7167ecd91073c
pattern_031cc183b1c77f8c,Solve for x: 11x + {n} = -{n} + 5x,Solve for x: 11x + 0 = -48 + 5x,1,4a9163b9baf184143521b78a282827707580e06ec3034e5ea534d15912504a6d
pattern_b3c6cc377a74d204,Solve for x: 11x + {n} = {n} + 0x,Solve for x: 11x + 19 = 52 + 0x,1,40909176575d2b27f0696d937e1caddc998e124c7da4c8ea0885408a1c9a904f
pattern_c1df50d2ca4d62f0,Solve for x: 11x + {n} = {n} + 2x,Solve for x: 11x + 18 = 54 + 2x,1,ceb9f97b29afe196326c813b32331492ba86a6c14120b3f8d7a35a471ef0a12a
pattern_e5fbc44a37377a38,Solve for x: 11x + {n} = {n} - 2x,Solve for x: 11x + 6 = 19 - 2x,1,57ce9de0efe209359ba6bae8142eb3a0b2a56982f3bf4b560611769306764913
pattern_e0cb427c003b0fc7,Solve for x: 11x + {n} = {n} - 6x,Solve for x: 11x + 0 = 102 - 6x,1,fcaff477383fc24fc5e89032fbebe25e0d8b36df3a32bac7165838481fd87655
pattern_43f68f4be327f38e,Solve for x: 11x - {n} = -{n} - 3x,Solve for x: 11x - 14 = -154 - 3x,1,f2f5b491f7024154caedd375c0d6c6b492b9d248424c4d3d5632b10c92c1ce6c
pattern_9dd72435af56abb2,Solve for x: 11x - {n} = -{n} - 4x,Solve for x: 11x - 12 = -162 - 4x,1,e4444e5a26c2b8cfdff73dfd5eafcd3c18c620929cc07254ee273d436d4bbddf
